https://apps.apple.com/ca/app/mail/id1108187098,com.apple.mobilemail,Mail,Apple
https://apps.apple.com/ca/app/apple-store/id375380948,com.apple.store.Jolly,Apple Store,Apple
https://apps.apple.com/us/app/apple-books/id364709193,com.apple.iBooks,Books,Apple
https://apps.apple.com/us/app/calculator/id1069511488,com.apple.calculator,Calculator,Apple
https://apps.apple.com/us/app/calendar/id1108185179,com.apple.mobilecal,Calendar,Apple
https://apps.apple.com/us/app/clock/id1584215688,com.apple.mobiletimer,Clock,Apple
https://apps.apple.com/us/app/compass/id1067456176,com.apple.compass,Compass,Apple
https://apps.apple.com/us/app/contacts/id1069512615,com.apple.MobileAddressBook,Contacts,Apple
https://apps.apple.com/us/app/facetime/id1110145091,com.apple.facetime,FaceTime,Apple
https://apps.apple.com/us/app/files/id1232058109,com.apple.DocumentsApp,Files,Apple
https://apps.apple.com/us/app/find-my/id1514844621,com.apple.findmy,Find My,Apple
https://apps.apple.com/us/app/fitness/id1208224953,com.apple.Fitness,Fitness,Apple
https://apps.apple.com/us/app/freeform/id6443742539,com.apple.freeform,Freeform,Apple
https://apps.apple.com/ca/app/garageband/id408709785,com.apple.mobilegarageband,GarageBand,Apple
https://apps.apple.com/us/app/apple-health/id1242545199,com.apple.Health,Apple Health,Apple
https://apps.apple.com/us/app/home/id1110145103,com.apple.Home,Home,Apple
https://apps.apple.com/ca/app/icloud-drive/id1070072560,com.apple.iCloudDriveApp,iCloud Drive,Apple
https://apps.apple.com/us/app/image-playground/id6479176117,com.apple.GenerativePlaygroundApp,Image Playground,Apple
https://apps.apple.com/gb/app/imovie/id377298193,com.apple.iMovie,iMovie,Apple
https://apps.apple.com/ca/app/itunes-store/id915061235,com.apple.MobileStore,iTunes Store,Apple
https://apps.apple.com/us/app/journal/id6447391597,com.apple.journal,Journal,Apple
https://apps.apple.com/us/app/keynote/id361285480,com.apple.Keynote,Keynote,Apple
https://apps.apple.com/us/app/apple-maps/id915056765,com.apple.Maps,Maps,Apple
https://apps.apple.com/us/app/measure/id1383426740,com.apple.measure,Measure,Apple
https://apps.apple.com/us/app/messages/id1146560473,com.apple.MobileSMS,Messages,Apple
https://apps.apple.com/ca/app/apple-music/id1108187390,com.apple.Music,Music,Apple
https://apps.apple.com/us/app/apple-news/id1066498020,com.apple.News,News,Apple
https://apps.apple.com/us/app/notes/id1110145109,com.apple.mobilenotes,Notes,Apple
https://apps.apple.com/us/app/numbers/id361304891,com.apple.Numbers,Numbers,Apple
https://apps.apple.com/us/app/pages/id361309726,com.apple.Pages,Pages,Apple
https://apps.apple.com/us/app/passwords/id6473799789,com.apple.Passwords,Passwords,Apple
https://apps.apple.com/us/app/photo-booth/id1208226939,com.apple.Photo-Booth,Photo Booth,Apple
https://apps.apple.com/us/app/photos/id1584215428,com.apple.mobileslideshow,Photos,Apple
https://apps.apple.com/ca/app/apple-podcasts/id525463029,com.apple.podcasts,Podcasts,Apple
https://apps.apple.com/us/app/reminders/id1108187841,com.apple.reminders,Reminders,Apple
https://apps.apple.com/us/app/safari/id1146562112,com.apple.mobilesafari,Safari,Apple
https://apps.apple.com/us/app/shortcuts/id915249334,com.apple.shortcuts,Shortcuts,Apple
https://apps.apple.com/us/app/stocks/id1069512882,com.apple.stocks,Stocks,Apple
https://apps.apple.com/us/app/swift-playgrounds/id908519492,com.apple.Playgrounds,Swift Playgrounds,Apple
https://apps.apple.com/us/app/tips/id1069509450,com.apple.tips,Tips,Apple
https://apps.apple.com/ca/app/translate/id1514844618,com.apple.Translate,Translate,Apple
https://apps.apple.com/ca/app/apple-tv/id1174078549,com.apple.tv,Apple TV,Apple
https://apps.apple.com/us/app/voice-memos/id1069512134,com.apple.VoiceMemos,Voice Memos,Apple
https://apps.apple.com/us/app/passbook-wallet-pass-creator/id1633472455,com.apple.Passbook,Passbook,Apple
https://apps.apple.com/us/app/watch/id1069511734,com.apple.Bridge,Watch,Apple
https://apps.apple.com/us/app/weather/id1069513131,com.apple.weather,Weather,Apple
https://apps.apple.com/us/app/phone/id1146562108,com.apple.mobilephone,Phone,Apple
